12 16 28 #UTIL: 20250764
12 16 43 #UTIL: 20377837
17 28 43 #UTIL: 20460670
1 16 17 28 #UTIL: 20091846
1 16 28 43 #UTIL: 20268756
8 16 17 43 #UTIL: 20006562
12 15 16 43 #UTIL: 20127128
12 16 17 18 #UTIL: 20057297
12 16 17 21 #UTIL: 22736562
12 16 17 28 #UTIL: 24590862
12 16 17 31 #UTIL: 20589957
12 16 17 43 #UTIL: 25077018
12 16 18 28 #UTIL: 21646250
12 16 18 43 #UTIL: 21904514
12 16 21 28 #UTIL: 22735781
12 16 21 43 #UTIL: 23614746
12 16 25 28 #UTIL: 20509421
12 16 25 43 #UTIL: 20586514
12 16 28 31 #UTIL: 22090110
12 16 28 43 #UTIL: 24926680
12 16 31 43 #UTIL: 22127361
12 17 28 43 #UTIL: 21707426
12 21 28 43 #UTIL: 20007986
15 16 17 21 #UTIL: 20932542
15 16 17 28 #UTIL: 22152254
15 16 17 43 #UTIL: 22657425
15 16 18 43 #UTIL: 20097113
15 16 21 28 #UTIL: 20393158
15 16 21 43 #UTIL: 21232830
15 16 28 31 #UTIL: 20188446
15 16 28 43 #UTIL: 22091294
15 16 31 43 #UTIL: 20305010
17 18 28 43 #UTIL: 21668130
17 21 28 43 #UTIL: 22265204
17 21 31 43 #UTIL: 20069801
17 25 28 43 #UTIL: 20429463
17 28 31 43 #UTIL: 21876273
21 28 31 43 #UTIL: 20212689
12 16 17 24 31 38 43 #UTIL: 20466815
12 16 17 24 31 41 43 #UTIL: 20557582
12 16 17 24 31 43 59 #UTIL: 21079474
12 16 17 25 27 28 31 #UTIL: 20792015
12 16 17 25 27 28 43 #UTIL: 22196139
12 16 17 25 27 31 43 #UTIL: 21133610
12 16 17 25 28 29 31 #UTIL: 22345057
12 16 17 25 28 29 43 #UTIL: 23978875
12 16 17 25 28 31 38 #UTIL: 20185955
12 16 17 25 28 31 41 #UTIL: 20951166
12 16 17 25 28 31 43 #UTIL: 27557291
12 16 17 25 28 31 59 #UTIL: 21274784
12 16 17 25 28 38 43 #UTIL: 21058209
12 16 17 25 28 41 43 #UTIL: 22347501
12 16 17 25 28 43 59 #UTIL: 22880982
12 16 17 25 29 31 43 #UTIL: 22605704
12 16 17 25 31 38 43 #UTIL: 20520473
12 16 17 25 31 41 43 #UTIL: 21024970
12 16 17 25 31 43 59 #UTIL: 21613593
12 16 17 27 28 29 31 #UTIL: 20856329
12 16 17 27 28 29 43 #UTIL: 22252741
12 16 17 27 28 31 43 #UTIL: 25553145
12 16 17 27 28 38 43 #UTIL: 20274395
12 16 17 27 28 41 43 #UTIL: 20917663
12 16 17 27 28 43 59 #UTIL: 21509636
12 16 17 27 29 31 43 #UTIL: 21755848
12 16 17 27 31 38 43 #UTIL: 20587008
12 16 17 27 31 41 43 #UTIL: 20344743
12 16 17 27 31 43 59 #UTIL: 20994633
12 16 17 28 29 31 38 #UTIL: 20451076
12 16 17 28 29 31 41 #UTIL: 20764348
12 16 17 28 29 31 43 #UTIL: 26925882
12 16 17 28 29 31 59 #UTIL: 20693799
12 16 17 28 29 38 43 #UTIL: 21251659
12 16 17 28 29 41 43 #UTIL: 22104247
12 16 17 28 29 43 59 #UTIL: 22340724
12 16 17 28 31 38 43 #UTIL: 24084267
12 16 17 28 31 41 43 #UTIL: 25376337
12 16 17 28 31 41 59 #UTIL: 20571145
12 16 17 28 31 43 46 #UTIL: 20489946
12 16 17 28 31 43 59 #UTIL: 25668734
12 16 17 28 31 43 63 #UTIL: 22287409
12 16 17 28 38 41 43 #UTIL: 20167306
12 16 17 28 38 43 59 #UTIL: 20228919
12 16 17 28 41 43 59 #UTIL: 22199985
12 16 17 29 31 38 43 #UTIL: 21403153
12 16 17 29 31 41 43 #UTIL: 21301700
12 16 17 29 31 43 59 #UTIL: 21672849
12 16 17 31 38 41 43 #UTIL: 20212019
12 16 17 31 38 43 59 #UTIL: 20369503
12 16 17 31 41 43 59 #UTIL: 21424571
12 16 18 21 24 25 43 #UTIL: 20445493
12 16 18 21 24 27 43 #UTIL: 21183633
12 16 18 21 24 28 31 #UTIL: 22445719
12 16 18 21 24 28 43 #UTIL: 23653908
12 16 18 21 24 29 43 #UTIL: 20939269
12 16 18 21 24 31 43 #UTIL: 23338082
12 16 18 21 25 27 28 #UTIL: 20565607
12 16 18 21 25 27 43 #UTIL: 21394972
12 16 18 21 25 28 29 #UTIL: 20170260
12 16 18 21 25 28 31 #UTIL: 23146103
12 16 18 21 25 28 43 #UTIL: 24427927
12 16 18 21 25 29 43 #UTIL: 21045085
12 16 18 21 25 31 43 #UTIL: 23587755
12 16 18 21 27 28 29 #UTIL: 20759101
12 16 18 21 27 28 31 #UTIL: 23968117
12 16 18 21 27 28 43 #UTIL: 25360093
12 16 18 21 27 29 43 #UTIL: 22158331
12 16 18 21 27 31 43 #UTIL: 24992184
12 16 18 21 27 38 43 #UTIL: 20748175
12 16 18 21 27 41 43 #UTIL: 20096784
12 16 18 21 27 43 59 #UTIL: 20536211
12 16 18 21 28 29 31 #UTIL: 23412690
12 16 18 21 28 29 43 #UTIL: 24716660
12 16 18 21 28 31 38 #UTIL: 21378254
12 16 18 21 28 31 41 #UTIL: 21675022
12 16 18 21 28 31 43 #UTIL: 28054983
12 16 18 21 28 31 59 #UTIL: 21810421
12 16 18 21 28 38 43 #UTIL: 21976406
12 16 18 21 28 41 43 #UTIL: 22774800
12 16 18 21 28 43 59 #UTIL: 23317419
12 16 18 21 29 31 43 #UTIL: 24443694
12 16 18 21 29 38 43 #UTIL: 20324787
12 16 18 21 29 43 59 #UTIL: 20135664
12 16 18 21 31 38 43 #UTIL: 22532638
12 16 18 21 31 41 43 #UTIL: 22457738
12 16 18 21 31 43 59 #UTIL: 23065598
12 16 18 21 31 43 63 #UTIL: 20054892
12 16 18 22 28 31 43 #UTIL: 20465354
12 16 18 24 25 28 31 #UTIL: 20516146
12 16 18 24 25 28 43 #UTIL: 22183858
12 16 18 24 25 31 43 #UTIL: 20580482
12 16 18 24 28 29 43 #UTIL: 21246107
12 16 18 24 28 31 43 #UTIL: 24384211
12 16 18 24 28 43 59 #UTIL: 20149769
12 16 18 24 29 31 43 #UTIL: 20098060
12 16 18 25 27 28 43 #UTIL: 20568467
12 16 18 25 28 29 31 #UTIL: 20436983
12 16 18 25 28 29 43 #UTIL: 22214063
12 16 18 25 28 31 43 #UTIL: 25606742
12 16 18 25 28 41 43 #UTIL: 20704487
12 16 18 25 28 43 59 #UTIL: 21259360
12 16 18 25 29 31 43 #UTIL: 20605036
12 16 18 27 28 29 43 #UTIL: 20426813
12 16 18 27 28 31 43 #UTIL: 23543797
12 16 18 28 29 31 43 #UTIL: 24802776
12 16 18 28 29 41 43 #UTIL: 20286838
12 16 18 28 29 43 59 #UTIL: 20577870
12 16 18 28 31 38 43 #UTIL: 22531718
12 16 18 28 31 41 43 #UTIL: 23373703
12 16 18 28 31 43 59 #UTIL: 23720912
12 16 18 28 31 43 63 #UTIL: 20706002
12 16 18 28 41 43 59 #UTIL: 20448555
12 16 21 22 28 31 43 #UTIL: 20139472
12 16 21 24 25 28 43 #UTIL: 20770100
12 16 21 24 25 31 43 #UTIL: 20171641
12 16 21 24 27 28 31 #UTIL: 20144745
12 16 21 24 27 28 43 #UTIL: 21275310
12 16 21 24 27 31 43 #UTIL: 21096910
12 16 21 24 28 29 43 #UTIL: 20948238
12 16 21 24 28 31 43 #UTIL: 23728859
12 16 21 24 29 31 43 #UTIL: 20837247
12 16 21 25 27 28 31 #UTIL: 20570069
12 16 21 25 27 28 43 #UTIL: 21757041
12 16 21 25 27 31 43 #UTIL: 21081755
12 16 21 25 28 29 31 #UTIL: 20183582
12 16 21 25 28 29 43 #UTIL: 21320198
12 16 21 25 28 31 43 #UTIL: 24286943
12 16 21 25 28 43 59 #UTIL: 20500235
12 16 21 25 29 31 43 #UTIL: 20719704
12 16 21 27 28 29 31 #UTIL: 20968548
12 16 21 27 28 29 43 #UTIL: 22173988
12 16 21 27 28 31 43 #UTIL: 25385228
12 16 21 27 28 41 43 #UTIL: 20753915
12 16 21 27 28 43 59 #UTIL: 21212194
12 16 21 27 29 31 43 #UTIL: 22065396
12 16 21 27 31 38 43 #UTIL: 20592644
12 16 21 27 31 41 43 #UTIL: 20572235
12 16 21 27 31 43 59 #UTIL: 21110959
12 16 21 28 29 31 43 #UTIL: 24750063
12 16 21 28 29 41 43 #UTIL: 20328643
12 16 21 28 29 43 59 #UTIL: 20739884
12 16 21 28 31 38 43 #UTIL: 21939279
12 16 21 28 31 41 43 #UTIL: 23127788
12 16 21 28 31 43 59 #UTIL: 23697815
12 16 21 28 41 43 59 #UTIL: 20478396
12 16 21 29 31 38 43 #UTIL: 20159170
12 16 21 29 31 41 43 #UTIL: 20214569
12 16 21 29 31 43 59 #UTIL: 20712232
12 16 21 31 41 43 59 #UTIL: 20370439
12 16 24 25 28 31 43 #UTIL: 22105426
12 16 24 28 29 31 43 #UTIL: 21329449
12 16 24 28 31 41 43 #UTIL: 20060295
12 16 24 28 31 43 59 #UTIL: 20556990
12 16 25 27 28 31 43 #UTIL: 20482269
12 16 25 28 29 31 43 #UTIL: 22060980
12 16 25 28 31 41 43 #UTIL: 20866678
12 16 25 28 31 43 59 #UTIL: 21484591
12 16 27 28 29 31 43 #UTIL: 20525086
12 16 27 28 31 43 59 #UTIL: 20165689
12 16 28 29 31 41 43 #UTIL: 20611757
12 16 28 29 31 43 59 #UTIL: 20939954
12 16 28 31 41 43 59 #UTIL: 20827460
12 17 18 21 24 28 43 #UTIL: 21571407
12 17 18 21 24 31 43 #UTIL: 20497964
12 17 18 21 25 28 31 #UTIL: 20780999
12 17 18 21 25 28 43 #UTIL: 22428323
12 17 18 21 25 31 43 #UTIL: 20964617
12 17 18 21 27 28 31 #UTIL: 21104617
12 17 18 21 27 28 43 #UTIL: 22956908
12 17 18 21 27 31 43 #UTIL: 21741463
12 17 18 21 28 29 31 #UTIL: 20698536
12 17 18 21 28 29 43 #UTIL: 22469270
12 17 18 21 28 31 43 #UTIL: 25448730
12 17 18 21 28 38 43 #UTIL: 20440574
12 17 18 21 28 41 43 #UTIL: 20590215
12 17 18 21 28 43 59 #UTIL: 21120784
12 17 18 21 29 31 43 #UTIL: 21329526
12 17 18 21 31 38 43 #UTIL: 20387270
12 17 18 21 31 43 59 #UTIL: 20218062
12 17 18 24 25 28 43 #UTIL: 20163073
12 17 18 24 28 31 43 #UTIL: 21870089
12 17 18 25 28 29 43 #UTIL: 20131638
12 17 18 25 28 31 43 #UTIL: 23163655
12 17 18 27 28 31 43 #UTIL: 20968025
12 17 18 28 29 31 43 #UTIL: 22155669
12 17 18 28 31 38 43 #UTIL: 20686022
12 17 18 28 31 41 43 #UTIL: 20829870
12 17 18 28 31 43 59 #UTIL: 21229912
12 17 21 24 28 31 43 #UTIL: 21621711
12 17 21 25 28 31 43 #UTIL: 22277115
12 17 21 27 28 29 43 #UTIL: 20101297
12 17 21 27 28 31 43 #UTIL: 22972949
12 17 21 28 29 31 43 #UTIL: 22484464
12 17 21 28 31 38 43 #UTIL: 20372868
12 17 21 28 31 41 43 #UTIL: 20964117
12 17 21 28 31 43 59 #UTIL: 21539081
12 17 24 25 28 31 43 #UTIL: 20086771
12 18 21 25 28 31 43 #UTIL: 20583351
12 18 21 27 28 31 43 #UTIL: 21019028
12 18 21 28 29 31 43 #UTIL: 20565444
14 15 16 17 18 21 25 #UTIL: 22010074
14 15 16 17 18 21 28 #UTIL: 21954784
14 15 16 17 18 21 31 #UTIL: 21396198
14 15 16 17 18 21 43 #UTIL: 22928932
14 15 16 17 18 25 28 #UTIL: 23183286
14 15 16 17 18 25 31 #UTIL: 21738747
14 15 16 17 18 25 43 #UTIL: 23698959
14 15 16 17 18 28 31 #UTIL: 22525158
14 15 16 17 18 28 43 #UTIL: 23640255
14 15 16 17 18 29 43 #UTIL: 20172027
14 15 16 17 18 31 43 #UTIL: 22758823
14 15 16 17 21 25 28 #UTIL: 22039574
14 15 16 17 21 25 31 #UTIL: 21588918
14 15 16 17 21 25 43 #UTIL: 22924257
14 15 16 17 21 27 43 #UTIL: 20750101
14 15 16 17 21 28 31 #UTIL: 21920920
14 15 16 17 21 28 43 #UTIL: 22457699
14 15 16 17 21 29 43 #UTIL: 20240247
14 15 16 17 21 31 43 #UTIL: 22537355
14 15 16 17 24 25 43 #UTIL: 20188554
14 15 16 17 24 28 43 #UTIL: 20065480
14 15 16 17 25 28 31 #UTIL: 22980913
14 15 16 17 25 28 43 #UTIL: 23959434
14 15 16 17 25 29 43 #UTIL: 20471048
14 15 16 17 25 31 43 #UTIL: 23119660
14 15 16 17 28 29 43 #UTIL: 20369601
14 15 16 17 28 31 43 #UTIL: 23440645
14 15 16 18 21 25 28 #UTIL: 20602973
14 15 16 18 21 25 43 #UTIL: 21383368
14 15 16 18 21 28 31 #UTIL: 20397391
14 15 16 18 21 28 43 #UTIL: 21080757
14 15 16 18 21 31 43 #UTIL: 20915394
14 15 16 18 25 28 31 #UTIL: 21383724
14 15 16 18 25 28 43 #UTIL: 22490629
14 15 16 18 25 31 43 #UTIL: 21456678
14 15 16 18 28 31 43 #UTIL: 21914497
14 15 16 21 25 28 31 #UTIL: 20517205
14 15 16 21 25 28 43 #UTIL: 21077052
14 15 16 21 25 31 43 #UTIL: 20939216
14 15 16 21 28 31 43 #UTIL: 20998451
14 15 16 25 28 31 43 #UTIL: 22244002
14 15 17 18 25 28 43 #UTIL: 20376604
14 15 17 25 28 31 43 #UTIL: 20218887
14 16 17 18 21 25 28 #UTIL: 21162154
14 16 17 18 21 25 31 #UTIL: 20479349
14 16 17 18 21 25 43 #UTIL: 21975208
14 16 17 18 21 27 43 #UTIL: 20275006
14 16 17 18 21 28 31 #UTIL: 21430280
14 16 17 18 21 28 43 #UTIL: 22142522
14 16 17 18 21 31 43 #UTIL: 22074529
14 16 17 18 25 28 31 #UTIL: 22007778
14 16 17 18 25 28 43 #UTIL: 23143766
14 16 17 18 25 31 43 #UTIL: 22103015
14 16 17 18 28 31 43 #UTIL: 23007689
14 16 17 21 25 28 31 #UTIL: 21082385
14 16 17 21 25 28 43 #UTIL: 21655775
14 16 17 21 25 31 43 #UTIL: 21539191
14 16 17 21 28 31 43 #UTIL: 22050263
14 16 17 25 28 31 43 #UTIL: 22900820
14 16 18 21 25 28 43 #UTIL: 20366739
14 16 18 21 25 31 43 #UTIL: 20043200
14 16 18 21 28 31 43 #UTIL: 20658091
14 16 18 25 28 31 43 #UTIL: 21456231
14 16 21 25 28 31 43 #UTIL: 20248871
15 16 17 18 21 24 28 #UTIL: 21154081
15 16 17 18 21 24 31 #UTIL: 20833201
15 16 17 18 21 24 43 #UTIL: 22382434
15 16 17 18 21 25 28 #UTIL: 21874078
15 16 17 18 21 25 31 #UTIL: 21164023
15 16 17 18 21 25 43 #UTIL: 22755016
15 16 17 18 21 27 28 #UTIL: 23107825
15 16 17 18 21 27 31 #UTIL: 22669975
15 16 17 18 21 27 43 #UTIL: 24481680
15 16 17 18 21 28 29 #UTIL: 22266338
15 16 17 18 21 28 31 #UTIL: 25557551
15 16 17 18 21 28 41 #UTIL: 20655446
15 16 17 18 21 28 43 #UTIL: 26149389
15 16 17 18 21 28 59 #UTIL: 20750981
15 16 17 18 21 29 31 #UTIL: 21965499
15 16 17 18 21 29 43 #UTIL: 23673208
15 16 17 18 21 31 38 #UTIL: 20327410
15 16 17 18 21 31 41 #UTIL: 20234427
15 16 17 18 21 31 43 #UTIL: 26566936
15 16 17 18 21 31 59 #UTIL: 20360922
15 16 17 18 21 38 43 #UTIL: 21176891
15 16 17 18 21 41 43 #UTIL: 21509203
15 16 17 18 21 43 59 #UTIL: 21969134
15 16 17 18 24 28 31 #UTIL: 21774961
15 16 17 18 24 28 43 #UTIL: 22807783
15 16 17 18 24 31 43 #UTIL: 22259099
15 16 17 18 25 28 31 #UTIL: 22862059
15 16 17 18 25 28 43 #UTIL: 24078086
15 16 17 18 25 29 43 #UTIL: 20175951
15 16 17 18 25 31 43 #UTIL: 23000505
15 16 17 18 27 28 31 #UTIL: 21555387
15 16 17 18 27 28 43 #UTIL: 22539347
15 16 17 18 27 31 43 #UTIL: 22281224
15 16 17 18 28 29 31 #UTIL: 22291704
15 16 17 18 28 29 43 #UTIL: 23377471
15 16 17 18 28 31 38 #UTIL: 20376285
15 16 17 18 28 31 41 #UTIL: 21092935
15 16 17 18 28 31 43 #UTIL: 26991898
15 16 17 18 28 31 59 #UTIL: 21081310
15 16 17 18 28 38 43 #UTIL: 20858563
15 16 17 18 28 41 43 #UTIL: 22121477
15 16 17 18 28 43 59 #UTIL: 22496482
15 16 17 18 29 31 43 #UTIL: 22936221
15 16 17 18 31 38 43 #UTIL: 21114599
15 16 17 18 31 41 43 #UTIL: 21510234
15 16 17 18 31 43 59 #UTIL: 21932570
15 16 17 21 24 27 43 #UTIL: 20427476
15 16 17 21 24 28 31 #UTIL: 21390738
15 16 17 21 24 28 43 #UTIL: 21877186
15 16 17 21 24 31 43 #UTIL: 22305169
15 16 17 21 25 27 43 #UTIL: 20567364
15 16 17 21 25 28 31 #UTIL: 21906159
15 16 17 21 25 28 43 #UTIL: 22517625
15 16 17 21 25 31 43 #UTIL: 22437174
15 16 17 21 27 28 29 #UTIL: 20152080
15 16 17 21 27 28 31 #UTIL: 23308849
15 16 17 21 27 28 43 #UTIL: 23893845
15 16 17 21 27 29 43 #UTIL: 21569449
15 16 17 21 27 31 43 #UTIL: 24376170
15 16 17 21 27 43 59 #UTIL: 20276237
15 16 17 21 28 29 31 #UTIL: 22474685
15 16 17 21 28 29 43 #UTIL: 22982999
15 16 17 21 28 31 41 #UTIL: 21062321
15 16 17 21 28 31 43 #UTIL: 26201876
15 16 17 21 28 31 59 #UTIL: 21134971
15 16 17 21 28 38 43 #UTIL: 20039261
15 16 17 21 28 41 43 #UTIL: 21507444
15 16 17 21 28 43 59 #UTIL: 22052486
15 16 17 21 29 31 43 #UTIL: 23554879
15 16 17 21 31 38 43 #UTIL: 21032113
15 16 17 21 31 41 43 #UTIL: 21897727
15 16 17 21 31 43 59 #UTIL: 22439680
15 16 17 24 25 28 43 #UTIL: 20539432
15 16 17 24 28 31 43 #UTIL: 22930655
15 16 17 25 28 29 43 #UTIL: 20641688
15 16 17 25 28 31 43 #UTIL: 23943161
15 16 17 25 28 43 59 #UTIL: 20218702
15 16 17 27 28 31 43 #UTIL: 22617578
15 16 17 28 29 31 43 #UTIL: 23432941
15 16 17 28 31 38 43 #UTIL: 20841272
15 16 17 28 31 41 43 #UTIL: 22370568
15 16 17 28 31 43 59 #UTIL: 22743415
15 16 18 21 24 28 43 #UTIL: 20407655
15 16 18 21 24 31 43 #UTIL: 20545686
15 16 18 21 25 28 31 #UTIL: 20336518
15 16 18 21 25 28 43 #UTIL: 21087914
15 16 18 21 25 31 43 #UTIL: 20787310
15 16 18 21 27 28 31 #UTIL: 21468067
15 16 18 21 27 28 43 #UTIL: 22245913
15 16 18 21 27 31 43 #UTIL: 22386284
15 16 18 21 28 29 31 #UTIL: 20690241
15 16 18 21 28 29 43 #UTIL: 21389926
15 16 18 21 28 31 43 #UTIL: 24451395
15 16 18 21 28 41 43 #UTIL: 20017374
15 16 18 21 28 43 59 #UTIL: 20582380
15 16 18 21 29 31 43 #UTIL: 21625694
15 16 18 21 31 41 43 #UTIL: 20100553
15 16 18 21 31 43 59 #UTIL: 20675587
15 16 18 24 28 31 43 #UTIL: 21297919
15 16 18 25 28 31 43 #UTIL: 22340521
15 16 18 27 28 31 43 #UTIL: 20957323
15 16 18 28 29 31 43 #UTIL: 21705887
15 16 18 28 31 41 43 #UTIL: 20720882
15 16 18 28 31 43 59 #UTIL: 21130011
15 16 21 24 28 31 43 #UTIL: 20571959
15 16 21 25 28 31 43 #UTIL: 21062644
15 16 21 27 28 31 43 #UTIL: 22354190
15 16 21 28 29 31 43 #UTIL: 21506656
15 16 21 28 31 41 43 #UTIL: 20321723
15 16 21 28 31 43 59 #UTIL: 20875571
15 17 18 21 27 28 43 #UTIL: 20280721
15 17 18 21 28 31 43 #UTIL: 22343621
15 17 18 25 28 31 43 #UTIL: 20432259
15 17 21 27 28 31 43 #UTIL: 20384257
17 18 21 24 28 31 43 #UTIL: 21582632
17 18 21 25 28 31 43 #UTIL: 22237241
17 18 21 27 28 29 43 #UTIL: 20061042
17 18 21 27 28 31 43 #UTIL: 22935931
17 18 21 28 29 31 43 #UTIL: 22443082
17 18 21 28 31 38 43 #UTIL: 20338671
17 18 21 28 31 41 43 #UTIL: 20923588
17 18 21 28 31 43 59 #UTIL: 21498649
17 18 24 25 28 31 43 #UTIL: 20051866
17 21 27 28 29 31 43 #UTIL: 20114306
1 8 12 16 17 18 24 28 #UTIL: 20768736
1 8 12 16 17 18 24 43 #UTIL: 20769332
1 8 12 16 17 18 28 31 #UTIL: 20337685
1 8 12 16 17 18 28 43 #UTIL: 21175021
1 8 12 16 17 18 31 43 #UTIL: 20272301
1 8 12 16 17 21 24 43 #UTIL: 20245208
1 8 12 16 17 24 28 31 #UTIL: 21011058
1 8 12 16 17 24 28 43 #UTIL: 21771862
1 8 12 16 17 24 31 43 #UTIL: 20963311
1 8 12 16 17 28 31 43 #UTIL: 21333542
1 8 12 16 18 24 28 43 #UTIL: 20330748
1 8 12 16 24 28 31 43 #UTIL: 20509559
1 8 16 17 18 21 24 43 #UTIL: 20216928
1 8 16 17 18 24 28 31 #UTIL: 20978796
1 8 16 17 18 24 28 43 #UTIL: 21736790
1 8 16 17 18 24 31 43 #UTIL: 20936607
1 8 16 17 18 28 31 43 #UTIL: 21300689
1 8 16 17 21 24 28 31 #UTIL: 20092680
1 8 16 17 21 24 28 43 #UTIL: 20396345
1 8 16 17 21 24 31 43 #UTIL: 20410603
1 8 16 17 21 28 31 43 #UTIL: 20070625
1 8 16 17 24 28 31 43 #UTIL: 21881683
1 8 16 18 24 28 31 43 #UTIL: 20478183
1 12 15 16 17 18 21 28 #UTIL: 21265382
1 12 15 16 17 18 21 31 #UTIL: 20743779
1 12 15 16 17 18 21 43 #UTIL: 21627795
1 12 15 16 17 18 28 31 #UTIL: 22032968
1 12 15 16 17 18 28 43 #UTIL: 22742821
1 12 15 16 17 18 31 43 #UTIL: 21993368
1 12 15 16 17 21 28 31 #UTIL: 21555387
1 12 15 16 17 21 28 43 #UTIL: 21763932
1 12 15 16 17 21 31 43 #UTIL: 21887090
1 12 15 16 17 25 28 43 #UTIL: 20231130
1 12 15 16 17 28 31 43 #UTIL: 22902068
1 12 15 16 18 21 28 31 #UTIL: 20028478
1 12 15 16 18 21 28 43 #UTIL: 20402096
1 12 15 16 18 21 31 43 #UTIL: 20290826
1 12 15 16 18 28 31 43 #UTIL: 21386648
1 12 15 16 21 28 31 43 #UTIL: 20615021
1 12 16 17 18 21 24 28 #UTIL: 20724343
1 12 16 17 18 21 24 43 #UTIL: 21181456
1 12 16 17 18 21 25 28 #UTIL: 20595211
1 12 16 17 18 21 25 43 #UTIL: 20709592
1 12 16 17 18 21 27 28 #UTIL: 21310697
1 12 16 17 18 21 27 31 #UTIL: 20443065
1 12 16 17 18 21 27 43 #UTIL: 21793947
1 12 16 17 18 21 28 29 #UTIL: 20792605
1 12 16 17 18 21 28 31 #UTIL: 24136110
1 12 16 17 18 21 28 43 #UTIL: 24699575
1 12 16 17 18 21 29 31 #UTIL: 20061227
1 12 16 17 18 21 29 43 #UTIL: 21299916
1 12 16 17 18 21 31 43 #UTIL: 24504593
1 12 16 17 18 21 41 43 #UTIL: 20180565
1 12 16 17 18 21 43 59 #UTIL: 20777861
1 12 16 17 18 24 28 31 #UTIL: 21625960
1 12 16 17 18 24 28 43 #UTIL: 22626588
1 12 16 17 18 24 31 43 #UTIL: 21654347
1 12 16 17 18 25 28 31 #UTIL: 21878693
1 12 16 17 18 25 28 43 #UTIL: 22978254
1 12 16 17 18 25 31 43 #UTIL: 21601932
1 12 16 17 18 27 28 31 #UTIL: 20018999
1 12 16 17 18 27 28 43 #UTIL: 20894639
1 12 16 17 18 27 31 43 #UTIL: 20231886
1 12 16 17 18 28 29 31 #UTIL: 21137788
1 12 16 17 18 28 29 43 #UTIL: 22108136
1 12 16 17 18 28 31 41 #UTIL: 20441348
1 12 16 17 18 28 31 43 #UTIL: 25836299
1 12 16 17 18 28 31 59 #UTIL: 20460574
1 12 16 17 18 28 41 43 #UTIL: 21439256
1 12 16 17 18 28 43 59 #UTIL: 21804454
1 12 16 17 18 29 31 43 #UTIL: 21245393
1 12 16 17 18 31 41 43 #UTIL: 20462645
1 12 16 17 18 31 43 59 #UTIL: 20926432
1 12 16 17 21 24 28 31 #UTIL: 21027194
1 12 16 17 21 24 28 43 #UTIL: 21512077
1 12 16 17 21 24 31 43 #UTIL: 21442304
1 12 16 17 21 25 28 31 #UTIL: 20757499
1 12 16 17 21 25 28 43 #UTIL: 21317436
1 12 16 17 21 25 31 43 #UTIL: 20829109
1 12 16 17 21 27 28 31 #UTIL: 21606400
1 12 16 17 21 27 28 43 #UTIL: 22160966
1 12 16 17 21 27 31 43 #UTIL: 22066627
1 12 16 17 21 28 29 31 #UTIL: 21107709
1 12 16 17 21 28 29 43 #UTIL: 21563288
1 12 16 17 21 28 31 41 #UTIL: 20259999
1 12 16 17 21 28 31 43 #UTIL: 24893172
1 12 16 17 21 28 31 59 #UTIL: 20392168
1 12 16 17 21 28 41 43 #UTIL: 20745925
1 12 16 17 21 28 43 59 #UTIL: 21312830
1 12 16 17 21 29 31 43 #UTIL: 21576202
1 12 16 17 21 31 41 43 #UTIL: 20641290
1 12 16 17 21 31 43 59 #UTIL: 21250984
1 12 16 17 24 25 28 43 #UTIL: 20441683
1 12 16 17 24 28 31 43 #UTIL: 22821980
1 12 16 17 25 28 31 43 #UTIL: 22993808
1 12 16 17 27 28 31 43 #UTIL: 21096002
1 12 16 17 28 29 31 43 #UTIL: 22289166
1 12 16 17 28 31 41 43 #UTIL: 21727550
1 12 16 17 28 31 43 59 #UTIL: 22093107
1 12 16 18 21 24 28 43 #UTIL: 20125419
1 12 16 18 21 25 28 43 #UTIL: 20023600
1 12 16 18 21 27 28 43 #UTIL: 20695401
1 12 16 18 21 27 31 43 #UTIL: 20341897
1 12 16 18 21 28 29 43 #UTIL: 20129376
1 12 16 18 21 28 31 43 #UTIL: 23293680
1 12 16 18 24 28 31 43 #UTIL: 21263947
1 12 16 18 25 28 31 43 #UTIL: 21521454
1 12 16 18 28 29 31 43 #UTIL: 20715743
1 12 16 18 28 31 41 43 #UTIL: 20193392
1 12 16 18 28 31 43 59 #UTIL: 20585996
1 12 16 21 24 28 31 43 #UTIL: 20366149
1 12 16 21 25 28 31 43 #UTIL: 20134354
1 12 16 21 27 28 31 43 #UTIL: 20914197
1 12 16 21 28 29 31 43 #UTIL: 20366074
1 12 16 21 28 31 43 59 #UTIL: 20261658
1 12 17 18 21 28 31 43 #UTIL: 21297950
1 15 16 17 18 21 28 31 #UTIL: 21515621
1 15 16 17 18 21 28 43 #UTIL: 21723568
1 15 16 17 18 21 31 43 #UTIL: 21856763
1 15 16 17 18 25 28 43 #UTIL: 20190841
1 15 16 17 18 28 31 43 #UTIL: 22863925
1 15 16 17 21 28 31 43 #UTIL: 21909820
1 15 16 17 24 28 31 43 #UTIL: 20076400
1 15 16 17 25 28 31 43 #UTIL: 20235263
1 15 16 18 21 28 31 43 #UTIL: 20578972
1 16 17 18 21 24 28 31 #UTIL: 20990865
1 16 17 18 21 24 28 43 #UTIL: 21473228
1 16 17 18 21 24 31 43 #UTIL: 21412778
1 16 17 18 21 25 28 31 #UTIL: 20721031
1 16 17 18 21 25 28 43 #UTIL: 21279727
1 16 17 18 21 25 31 43 #UTIL: 20800485
